ID,TARGET,POS,INDEX,TEXT,CONC_AVG,CONC_SD,WN_SYNSET,TARGET_LEXICAL_ACCESSIBILITY,SENTENCE_LEXICAL_ACCESSIBILITY,LEXICAL_DENSITY,SENTENCE_LENGTH,CLAUSES,AVG_TOKEN_PER_CLAUSE,SYNTACTIC_TREE_DEPTH
155,disturbare,V,3,"La caffeina può disturbare il sonno, causando insonnia, o aggravare preesistenti problemi di sonno. ",3.97,1.88,02507736-v,0.538,0.289533333,0.642857143,17,3,5.666666667,6
157,disturbare,V,2,"Alcune pietanze disturbano il riposo notturno, mentre altre possono promuoverlo. ",4,1.95,02507736-v,0.615,0.31725,0.454545455,13,2,6.5,2
72,dolore,N,2,"Se il dolore alle gambe è cronico, è opportuno farti visitare da un professionista. ",5.88,1.45,05724694-n,0.346,0.240933333,0.466666667,17,4,4.25,4
71,dolore,N,15,Che tipo di persona andrebbe alla ricerca di ogni piccolo difetto altrui solo per provocare dolore? ,2.88,1.75,07494363-n,0.346,0.2571875,0.529411765,18,2,9,3
73,dolore,N,3,Valuta se il dolore toracico può essere dovuto a un attacco di cuore. ,5.87,1.14,14322699-n,0.346,0.228071429,0.461538462,14,2,7,4
74,dolore,N,5,Certe convinzioni possono anche causare dolore e sofferenza. ,3.73,1.6,07494363-n,0.346,0.277888889,0.625,9,1,9,3
75,donna,N,8,Un sari è un abito tradizionale indossato dalle donne indiane. ,6.37,0.93,09619168-n,0.308,0.327,0.545454546,12,2,6,3
76,donna,N,7,Scegli un fiore in armonia con la donna che lo indosserà e col suo abito. ,5.7,1.47,09619168-n,0.308,0.240375,0.375,17,2,8.5,6
77,donna,N,1,Molte donne si sentono esauste nelle prime tappe della gravidanza. ,6.33,1.18,10787470-n,0.308,0.300727273,0.5,13,2,6.5,4
78,donna,N,1,Una donna ha un sacco di opzioni quando deve acquistare indumenti per andare in palestra. ,5.67,1.78,09619168-n,0.308,0.2404375,0.533333333,16,3,5.333333333,4
126,dormire,V,7,Se ceni tardi e vai subito a dormire non riuscirai a prendere sonno. ,5.37,1.6,00014742-v,0.423,0.304769231,0.692307692,14,5,2.8,4
128,dormire,V,4,Riduci le possibilità di dormire in posizioni che aggravano il mal di schiena. ,5.97,1.22,00014742-v,0.423,0.266153846,0.538461539,14,3,4.666666667,7
127,dormire,V,2,Evita di dormire in posizione prona dopo il primo trimestre. ,6,1.33,00014742-v,0.423,0.265727273,0.6,11,2,5.5,3
125,dormire,V,3,I tuoi genitori dormiranno sonni tranquilli sapendo che nessuno potrà ricorrere alle vie legali. ,3.65,1.74,,0.731,0.343666667,0.533333333,16,3,5.333333333,4
202,elemento,N,10,Il migliore fissaggio prevede che i supporti siano agganciati ad elementi strutturali. ,5.77,1.43,03081021-n,0.308,0.284,0.583333333,13,2,6.5,3
205,elemento,N,3,"Puoi usare degli elementi fisici, come le costruzioni per bambini, per analizzare le strutture complicate. ",5.73,1.53,03081021-n,0.308,0.261533333,0.5,19,2,9.5,4
203,elemento,N,3,"Se hai molti elementi in comune con una persona, sfrutta questi punti di incontro. ",2.93,1.84,05868954-n,0.308,0.2068125,0.5,16,2,8,5
206,elemento,N,3,Alcune sostanze contengono elementi chimici difficili da rimuovere se non ricorri ad altri prodotti chimici. ,5.52,1.85,14622893-n,0.308,0.300133333,0.733333333,16,3,5.333333333,4
201,elemento,N,6,La croce di legno è l'elemento strutturale principale della base del cesto. ,5.63,1.79,03081021-n,0.346,0.219785714,0.466666667,16,1,16,3
204,elemento,N,4,L'eleganza è un elemento che differenzia lo stile americano da quello europeo. ,2.73,1.72,07327805-n,0.346,0.233692308,0.461538462,14,2,7,4
547,famiglia,N,5,Avere un buon supporto da famiglia e amici è fondamentale. ,5.82,1.55,07970406-n,0.308,0.202727273,0.6,11,2,5.5,4
548,famiglia,N,4,La maggior parte delle famiglie nelle aree urbane partecipano ad una raccolta differenziata. ,6.09,1.31,08078020-n,0.346,0.25,0.533333333,16,1,16,3
546,famiglia,N,6,Chiedi a tutti i componenti della famiglia di impegnarsi nelle faccende domestiche. ,5.54,1.63,07970406-n,0.308,0.257384615,0.4,16,2,8,4
545,famiglia,N,4,Le capesante appartengono alla famiglia delle ostriche e sono molto popolari in diverse culture. ,2.91,1.67,08107499-n,0.308,0.2692,0.4375,17,2,8.5,3
85,fase,N,2,"Durante la fase iniziale dell'astinenza, probabilmente sperimenterai un forte desiderio di farti. ",3.33,2.06,13939892-n,0.308,0.271866667,0.571428571,16,1,16,3
86,fase,N,6,Una versione per linux è in fase di sviluppo. ,2.9,1.71,13939892-n,0.308,0.1807,0.333333333,10,1,10,3
227,festa,N,4,"La torta a una festa di compleanno va bene, ma torte e gelati tutti i giorni no. ",5.43,1.45,07447641-n,0.346,0.228352941,0.529411765,19,3,6.333333333,4
230,festa,N,2,"Durante la festa, assicurati di parlare con tutti. ",5.63,1.43,07447641-n,0.346,0.1807,0.375,10,2,5,4
228,festa,N,5,Se sei ospite a una festa permettiti un piccolo strappo alla dieta. ,4.93,1.84,07447641-n,0.346,0.289923077,0.428571429,15,1,15,3
231,festa,N,2,Organizza una festa in casa invece di andare per bar con gli amici. ,5.22,1.72,07447641-n,0.346,0.206,0.538461539,14,2,7,3
229,festa,N,2,Organizza la festa in luoghi destinati all'intrattenimento di adolescenti quando gli invitati hanno meno di 18 anni.,5.58,1.43,07447641-n,0.346,0.251117647,0.52631579,20,3,6.666666667,6
232,festa,N,3,"Ideale per le feste in costume, il cappello è facile da realizzare completamente in feltro. ",5.26,1.59,07447641-n,0.423,0.24275,0.533333333,17,2,8.5,4
359,film,N,13,"Se hai la pelle unta,un sapone specifico potrebbe aiutarti a produrre meno film lipidico, riducendo perciò il problema. ",5.77,1.53,,0.269,0.3019,0.631578947,21,4,5.25,3
360,film,N,3,"Anche noleggiare qualche film, preparare i popcorn e trascorrere una serata tranquilla può essere carino. ",6.31,1.05,06613686-n,0.269,0.280529412,0.6,17,4,4.25,4
168,fiorire,V,4,La pianta continua a fiorire dalla primavera per tutta l'estate fino a inizio autunno. ,6.17,1.12,00294245-v,0.538,0.248666667,0.5,17,2,8.5,4
170,fiorire,V,3,Una persona che fiorisce tardi è una pensatrice profonda e meno frettolosa rispetto alla massa. ,1.87,0.86,02342800-v,0.615,0.284533333,0.5,17,2,8.5,4
169,fiorire,V,6,Per piantare le rose e farle fiorire nella loro maestosità attieniti ai consigli di un esperto. ,6.04,1.13,00294245-v,0.538,0.298647059,0.421052632,20,3,6.666666667,5
171,fiorire,V,10,"Non appena hai un'idea ( e le persone che fioriscono tardi ne hanno tante ), scrivila. ",2.3,1.41,02342800-v,0.615,0.230684211,0.533333333,19,3,6.333333333,4
167,fiorire,V,5,La maggior parte delle azalee fiorirà la primavera successiva. ,6.03,1.14,00294245-v,0.692,0.316111111,0.6,11,1,11,3
172,fiorire,V,7,Impara a capire che le clematidi che fioriscono tardi dovrebbero essere potate a fondo. ,5.8,1.45,00294245-v,0.615,0.340230769,0.428571429,15,4,3.75,5
145,flirtare,V,7,Non è facile rompere il ghiaccio e flirtare con una ragazza che non conosci. ,4.33,2.12,01037910-v,0.692,0.236214286,0.571428571,15,4,3.75,5
147,flirtare,V,4,"Se desideri imparare come flirtare con una ragazza sin da subito, segui questi semplici passi. ",3.79,2.07,01037910-v,0.692,0.280588235,0.6,17,4,4.25,6
146,flirtare,V,4,Un altro modo per flirtare con una ragazza è non prenderti troppo sul serio. ,4.54,1.38,01037910-v,0.692,0.235933333,0.5,17,2,8.5,4
148,flirtare,V,6,Ci sono molte ragioni per voler flirtare con il proprio capo. ,4.74,1.7,01037910-v,0.692,0.237166667,0.363636364,12,2,6,3
378,genere,N,1,"Alcuni generi alimentari sono difficili da digerire risultando, infine, danno si per il corpo invece che nutrienti. ",5,1.74,03076708-n,0.423,0.254947368,0.588235294,20,4,5,4
377,genere,N,1,"Nessun genere musicale dovrebbe essere ignorato, nemmeno il country. ",3,1.95,05845332-n,0.308,0.262272727,0.555555556,11,1,11,2
82,gente,N,2,Pensa alla gente che conosci molto bene e mettila a confronto con il nuovo arrivato. ,5.47,1.57,07942152-n,0.308,0.2355625,0.5625,17,3,5.666666667,4
83,gente,N,14,"Quando eri più giovane, probabilmente ti piacevano i luoghi chiassosi e pieni di gente. ",5.83,1.26,07947255-n,0.308,0.26925,0.642857143,16,1,16,5
81,gente,N,8,Parla del più e del meno con la gente che hai conosciuto da poco. ,5.59,1.67,07942152-n,0.308,0.175714286,0.3125,17,1,17,4
84,gente,N,8,Mostrati al meglio e cerca la compagnia della gente più interessante. ,4.96,1.68,07942152-n,0.308,0.217833333,0.538461539,14,2,7,5
191,gioco,N,11,"Non pensare solo ai giochi da tavolo, considera anche i giochi fondati sul brainstorming. ",5.97,1.19,03964744-n,0.346,0.238466667,0.625,18,3,6,5
193,gioco,N,4,"Non è necessario nessun gioco di prestigio, ma pura e semplice matematica. ",4.76,1.94,,0.308,0.208857143,0.583333333,14,1,14,5
192,gioco,N,10,Potresti usare un'applicazione dello smartphone per giocare a un gioco da tavolo col tuo amico. ,5.6,1.4,03964744-n,0.308,0.267058824,0.388888889,19,2,9.5,4
195,gioco,N,5,Spettegolando fai il suo stesso gioco e non rafforzi la tua autostima. ,2.2,0.99,,0.308,0.275076923,0.583333333,13,3,4.333333333,3
194,gioco,N,4,"Metti varie tipologie di giochi nella gabbia, così il tuo amico ha qualcosa con cui distrarsi. ",6.33,1.06,03964744-n,0.346,0.245777778,0.444444444,20,3,6.666666667,4
196,gioco,N,1,I giochi violenti fanno istantaneamente aumentare il tasso di adrenalina. ,4.93,1.74,00430606-n,0.346,0.286727273,0.7,11,2,5.5,4
405,giovane,N,5,"In passato, solo i giovani e gli studenti cercavano lavori estivi, ma la situazione ora è cambiata. ",5.3,1.68,,0.308,0.212526316,0.588235294,20,2,10,3
406,giovane,N,6,Quello dei romanzi d'amore per giovani è un mercato in espansione. ,4.83,1.68,,0.308,0.201230769,0.384615385,14,1,14,5
135,guarire,V,6,L'aria consentirà alla pelle di guarire in maniera più rapida. ,4.59,2.08,00270561-v,0.5,0.255363636,0.583333333,13,2,6.5,4
134,guarire,V,9,Per promuovere la guarigione aspetta che il tempo faccia guarire le ferite. ,3.56,1.99,,0.5,0.239538462,0.583333333,13,4,3.25,4
133,guarire,V,4,Lascia che il tempo guarisca le tue ferite. ,2.97,1.94,,0.692,0.260666667,0.625,9,2,4.5,3
136,guarire,V,14,Devi imparare come applicare il ghiaccio nel modo corretto e assicurarti che la ferita guarisca velocemente. ,5.39,1.59,00270561-v,0.692,0.289647059,0.5,19,3,6.333333333,4
295,guerra,N,21,"Se non puoi raccogliere soldi, aggiungi la tua voce a quelle che lottano per porre fine alla povertà o alla guerra. ",5.5,1.56,00973077-n,0.269,0.2325,0.434782609,25,4,6.25,6
296,guerra,N,11,"Quando i ragazzi assistono o vivono in un continuo stato di guerra con i genitori, possono nascere problemi comportamentali. ",2.65,1.52,13982357-n,0.269,0.23075,0.52631579,21,3,7,5
294,guerra,N,6,"Puoi anche ideare un grido di guerra, come “ per l'esercito della libertà! “, o qualcosa del genere. ",3.73,1.87,00973077-n,0.269,0.206578947,0.368421053,24,1,24,5
293,guerra,N,10,Solo dopo aver migliorato la tua autostima potrai vincere la guerra contro il disturbo da alimentazione incontrollata. ,3.33,1.81,00801125-n,0.269,0.298588235,0.470588235,18,2,9,3
65,idea,N,6,"Quando credi di avere annotato sufficienti idee, leggile due volte. ",2.13,1.59,05833840-n,0.346,0.30125,0.6,12,2,6,5
63,idea,N,3,Devi avere le idee chiare sulla politica. ,1.67,0.96,05837850-n,0.346,0.249875,0.5,9,1,9,3
66,idea,N,10,Ho bisogno di un quarto d'ora per schiarirmi le idee prima di continuare. ,2,1.52,05833840-n,0.346,0.239,0.533333333,16,3,5.333333333,4
64,idea,N,5,Non aver paura di cambiare idea. ,1.85,1.35,05837850-n,0.308,0.192285714,0.833333333,7,2,3.5,3
129,immaginare,V,3,Forse tendi a immaginare il peggior scenario possibile quando analizzi alcuni decisioni e incarichi. ,2.39,1.52,01636397-v,0.423,0.3102,0.642857143,15,3,5,4
131,immaginare,V,0,Immagina degli scenari divertenti o felici. ,2.45,1.97,01636397-v,0.5,0.307857143,0.571428571,8,1,8,4
130,immaginare,V,7,"Per aumentare il grado di concentrazione, immagina uno scenario in cui devi avere una concentrazione assoluta. ",2.58,1.55,01636397-v,0.5,0.219470588,0.5,18,3,6,4
132,immaginare,V,9,"Se ti ama davvero, non riesce assolutamente a immaginare un futuro senza di te. ",2.31,1.72,01636397-v,0.423,0.217071429,0.5,16,3,5.333333333,4
140,incoraggiare,V,7,Per creare un ambiente più positivo devi incoraggiare e sostenere le persone con cui lavori. ,3.17,1.49,00771341-v,0.5,0.221125,0.533333333,16,3,5.333333333,5
139,incoraggiare,V,5,Dovrebbe essere un premio che incoraggia le persone a condividere l'informazione con gli amici. ,2.43,1.19,01818235-v,0.538,0.220466667,0.4,16,3,5.333333333,5
137,incoraggiare,V,7,Lunedì senza carne è una campagna che incoraggia le persone a rinunciare alla carne un giorno a settimana. ,3.2,1.92,02554922-v,0.538,0.223941177,0.473684211,20,3,6.666666667,5
138,incoraggiare,V,3,Un modo per incoraggiare il dialogo consiste nell'aumentare l'intimità. ,3.37,1.67,00771341-v,0.5,0.234,0.5,13,3,4.333333333,3
164,infastidire,V,9,Evita che la tua attrezzatura galleggi liberamente andando a infastidire gli altri surfisti. ,3.89,1.5,02507736-v,0.615,0.329642857,0.615384615,14,3,4.666666667,4
162,infastidire,V,3,Rispondere al telefono infastidirà il professore perché gli farà capire che non hai rispetto per le regole. ,4.15,1.61,01787955-v,0.846,0.243611111,0.555555556,19,5,3.8,5
165,infastidire,V,1,Non infastidire e non molestare gli squali. ,4.39,1.82,02507736-v,0.615,0.296571429,0.714285714,8,2,4,3
166,infastidire,V,9,"Non sbandierare il tuo desiderio di competizione, potresti infastidire gli altri corridori, che potrebbero sabotarti per non farti vincere. ",3.61,1.44,01787955-v,0.615,0.30775,0.578947368,22,5,4.4,5
161,infastidire,V,2,Puoi anche infastidire il professore leggendo molto in anticipo un capitolo e intervenire al riguardo. ,4.14,1.61,01787955-v,0.615,0.2548125,0.5625,17,3,5.666666667,3
163,infastidire,V,5,"Evita di sfogarti se sei infastidita o turbata, e affronta la situazione con calma e razionalità. ",4.03,1.92,01787955-v,0.615,0.280470588,0.5,18,4,4.5,5
249,infornare,V,11,"Se il tuo forno è grande abbastanza per due teglie, inforna entrambe le teglie di cupcake. ",5.9,1.58,,0.769,0.278294118,0.4375,18,2,9,3
250,infornare,V,3,A fine cottura inforna la carne ed accendi il grill per rendere la pelle dorata e ben croccante. ,6.13,1.31,,0.769,0.314055556,0.611111111,19,3,6.333333333,6
252,inquinare,V,16,Verso la fine del processo di distillazione si formano elementi chimici di scarto che non devono inquinare la vodka. ,4.87,1.46,00492706-v,0.577,0.271388889,0.5,21,2,10.5,4
254,inquinare,V,9,"Se hai delle prove fisiche, non danneggiarle o inquinarle: consegnale al tuo avvocato o portale in tribunale. ",4.33,1.83,,0.885,0.311789474,0.476190476,24,4,6,5
251,inquinare,V,12,Spesso i passaggi necessari a rendere un oggetto disponibile richiedono mezzi che inquinano l'aria. ,4.78,1.45,00492706-v,0.615,0.271666667,0.666666667,16,3,5.333333333,5
253,inquinare,V,12,Quando si sta insieme da parecchio tempo il rapporto rischia di essere inquinato dalla monotonia. ,1.96,1.13,,0.577,0.24275,0.4375,17,3,5.666666667,4
327,interesse,N,19,Se moltiplichi il tasso di interesse per 100 ottieni la porzione di denaro che paghi a ogni rata come interesse sul capitale.,4.39,2.25,13318584-n,0.308,0.260095238,0.391304348,24,1,24,6
328,interesse,N,11,"Suonando la chitarra, sarai spinto a coltivare maggiormente il tuo interesse per la musica. ",2.58,1.59,05682950-n,0.308,0.2616,0.5,16,3,5.333333333,4
257,investire,V,8,"Se la tua macchina è piccola, potresti investire in barre portapacchi o portapacchi veri e propri. ",3.27,1.74,,0.423,0.264133333,0.5,18,3,6,6
259,investire,V,5,Ricorda che l'industria cinematografica investe molto impegno per rendere i suoi film credibili. ,2.8,1.58,02271137-v,0.462,0.2564,0.571428571,15,3,5,4
258,investire,V,15,Può capitare di dover eseguire la manovra di rianimazione dopo che l'animale è stato investito da un veicolo. ,5.81,1.52,00106960-v,0.462,0.240842105,0.421052632,20,3,6.666666667,4
256,investire,V,3,Decidi se vuoi investire in un essiccatore per tenere la cucina ben fornita per tutto un anno. ,3.62,1.7,,0.423,0.2764375,0.470588235,18,4,4.5,5
255,investire,V,3,Decidi quanto denaro investire nella tua rivista online. ,3.87,2.15,02271137-v,0.423,0.316444444,0.555555556,10,2,5,3
260,investire,V,6,Comprare le penny stock spesso significa investire in aziende piccole ed emergenti. ,3.6,1.81,02271137-v,0.423,0.313538462,0.75,13,3,4.333333333,5
262,irritare,V,7,"Evita di usare il sapone, perché irriterà e seccherà la cute. ",5.78,1.37,,0.846,0.301615385,0.545454546,13,4,3.25,4
261,irritare,V,9,Pensa all'ultima volta in cui qualcuno ti ha irritato e ti ha fatto esplodere. ,3.44,1.85,01787955-v,0.577,0.241857143,0.375,17,4,4.25,4
263,ispirare,V,1,Lasciati ispirare dall'alta moda. ,2.88,1.63,01759326-v,0.538,0.3205,0.666666667,7,2,3.5,3
264,ispirare,V,4,Il tuo comportamento deve ispirare serenità. ,2.73,1.84,01812720-v,0.538,0.274714286,0.5,7,1,7,2
265,lavare,V,7,Un trattamento molto efficace è quello di lavare i capelli con l'olio d'oliva. ,6.77,0.55,00036362-v,0.538,0.2211875,0.466666667,16,2,8,4
266,lavare,V,6,"Usa l'aspirapolvere, spolvera e lava tutta la casa. ",6.43,1.12,01535246-v,0.538,0.269090909,0.555555556,11,3,3.666666667,3
268,lenire,V,2,"Il calore lenisce e riduce il dolore muscolare, migliorando la circolazione del sangue nella zona colpita. ",4.6,1.87,00063916-v,0.692,0.280529412,0.555555556,20,3,6.666666667,4
267,lenire,V,16,Assicurati di essere pronto ad iniziare una relazione e non correre in braccio a qualcuno per lenire il tuo malessere del momento. ,3.3,1.91,00064095-v,0.577,0.227434783,0.434782609,24,5,4.8,7
207,lettera,N,2,Anche la lettera di presentazione dovrebbe essere convertita in un documento di solo testo. ,6.07,1.53,06624161-n,0.308,0.197857143,0.5,15,1,15,3
209,lettera,N,1,Una lettera di intenti viene inviata da un potenziale acquirente nelle prime fasi della trattativa. ,5.8,1.56,06624161-n,0.308,0.254875,0.470588235,18,1,18,4
208,lettera,N,1,Una lettera di interesse deve dimostrare il tuo interesse per un determinato argomento o tema. ,6.37,0.84,06624161-n,0.308,0.200066667,0.466666667,16,1,16,4
210,lettera,N,4,Prova a scrivere la lettera m e traccia due linee verticali vicine e parallele. ,6,1.24,06828818-n,0.308,0.274714286,0.642857143,15,2,7.5,8
389,libro,N,5,"Quando studi, leggi il libro di testo e gli appunti della lezione. ",6.52,1.09,02870092-n,0.308,0.184142857,0.461538462,15,1,15,4
394,libro,N,5,Quasi tutte le biblioteche offrono libri elettronici da noleggiare per un certo periodo di tempo. ,6.06,1.41,02870092-n,0.346,0.2428125,0.6,16,2,8,4
390,libro,N,1,"I libri, le riviste e i giornali spesso si accumulano in casa, soprattutto se ne acquisti tanti. ",6.54,1.2,02870092-n,0.346,0.226444444,0.529411765,20,1,20,3
392,libro,N,5,"La critica esprime giudizi su libri, film e altre opere creative. ",6,1.41,06410904-n,0.346,0.239538462,0.727272727,13,1,13,4
393,libro,N,4,Scrivere e pubblicare un libro non è un'impresa facile. ,5.87,1.53,06410904-n,0.308,0.199272727,0.6,11,3,3.666666667,4
391,libro,N,8,"Come si suol dire, non giudicare un libro dalla copertina. ",5.1,1.77,06410904-n,0.308,0.221166667,0.545454546,13,2,6.5,4
379,luce,N,3,Troppa esposizione alla luce del sole può essere dannosa per la pelle. ,6.53,0.73,11485367-n,0.308,0.239692308,0.357142857,15,1,15,4
382,luce,N,8,Durante l'inverno ci sono meno ore di luce e si trascorre più tempo al chiuso. ,5.7,1.34,11485367-n,0.308,0.208117647,0.529411765,18,2,9,3
380,luce,N,8,"Se non hai bisogno di ulteriori fonti di luce per lavorare, spegnile. ",5.56,1.74,03665366-n,0.308,0.251615385,0.666666667,14,2,7,4
381,luce,N,5,Il bianco brillante riflette la luce invece di assorbirla. ,5.11,1.89,11473954-n,0.308,0.2731,0.6,11,2,5.5,2
399,madre,N,1,Le madri coccodrillo difendono i propri cuccioli senza paura. ,6.21,1.19,01323493-n,0.462,0.3192,0.444444444,10,1,10,3
402,madre,N,3,Per diventare una madre surrogata servono grandi doti di generosità. ,5.61,1.55,01323493-n,0.346,0.286727273,0.7,11,2,5.5,3
332,malattia,N,4,"L'eczema è una malattia della pelle che può provocare arrossamento, abrasioni e lesioni cutanee. ",6.1,1.3,14070360-n,0.346,0.2908125,0.5,18,2,9,4
331,malattia,N,4,"La depressione è una malattia, non qualcosa di cui vergognarti perché non pensi di avere motivo per essere triste. ",4.77,1.89,14061805-n,0.346,0.218631579,0.45,22,5,4.4,6
269,mangiare,V,10,Questa pianta ottiene la maggior parte delle sue sostanze nutritive mangiando insetti e ragni. ,6.27,0.87,01168468-v,0.538,0.302466667,0.6,16,2,8,4
271,mangiare,V,5,Riduci i carboidrati raffinati e mangia più proteine magre e verdure. ,6.43,1.07,01168468-v,0.462,0.363636364,0.727272727,12,2,6,5
270,mangiare,V,2,Smetti di mangiarti le unghie. ,6.67,0.88,,0.731,0.326833333,0.5,7,2,3.5,3
272,mangiare,V,7,Compra il maglione che la tua amica mangiava con gli occhi al centro commerciale. ,2.17,1.26,,0.577,0.2538,0.4,16,1,16,3
311,mano,N,2,Lavati le mani con acqua calda e sapone dopo aver toccato la lesione. ,6.61,1,05564590-n,0.346,0.280142857,0.538461539,14,3,4.666666667,4
313,mano,N,4,Deve essere compilato a mano nell'ufficio dove depositerai la richiesta oppure online. ,6,1.12,05564590-n,0.308,0.293076923,0.5,15,2,7.5,5
314,mano,N,3,Stendi una prima mano di pittura. ,4.69,2.13,03650173-n,0.308,0.241714286,0.666666667,7,1,7,3
312,mano,N,7,Tieni un secchio capiente a portata di mano. ,3.96,2.01,05564590-n,0.308,0.277888889,0.625,9,2,4.5,5
273,manomettere,V,11,I livelli di photoshop permettono di modificare le tue foto senza manomettere la versione originale. ,4.53,1.68,01346430-v,0.654,0.289666667,0.466666667,16,3,5.333333333,4
274,manomettere,V,18,"Il poligrafo è visto come fonte d'ansia, persino da innocenti che dovrebbero superarlo senza imbrogliare o manomettere i risultati. ",4.27,1.7,01346430-v,0.654,0.286681818,0.476190476,23,4,5.75,6
275,masturbare,V,8,Non mettere tuo figlio in punizione perché si masturba. ,6.33,1.15,01430633-v,0.692,0.2616,0.555555556,10,2,5,2
276,masturbare,V,6,Organizza un programma per evitare di masturbarti in certi momenti della giornata. ,6.1,1.18,01430633-v,0.808,0.245538462,0.461538462,14,2,7,5
407,mercato,N,5,"Investire denaro, specialmente nel mercato azionario, implica dei rischi. ",2.63,1.9,01097292-n,0.269,0.276181818,0.636363636,14,2,7,4
411,mercato,N,12,La regola è non comprare mai le cose al loro prezzo di mercato. ,2.57,1.38,01097292-n,0.269,0.181214286,0.5,15,1,15,4
409,mercato,N,3,L'andamento del mercato azionario nel lungo periodo è sempre in crescendo. ,2.89,1.47,01097292-n,0.269,0.224923077,0.5,15,1,15,3
408,mercato,N,5,Molti dei libri disponibili sul mercato hanno prezzi abbordabili. ,3.74,2.08,01097292-n,0.269,0.269,0.545454546,12,1,12,4
410,mercato,N,3,Le indagini di mercato sono fondamentali per fare una ricerca di marketing. ,2.77,1.61,01097292-n,0.269,0.1961,0.5,13,2,6.5,4
412,mercato,N,11,È necessario conoscere a fondo il proprio settore e il mercato per determinare lo stipendio più appropriato. ,2.69,1.37,01097292-n,0.269,0.219470588,0.529411765,19,2,9.5,5
198,mese,N,6,"Anziché alzare il riscaldamento durante i mesi invernali, copriti di più. ",4.3,1.95,15209413-n,0.269,0.269230769,0.545454546,13,1,13,3
200,mese,N,10,Cancellando la sottoscrizione al servizio entro la fine del primo mese non si dovrà pagare nessun costo. ,3.8,1.88,15206296-n,0.308,0.242058824,0.473684211,20,2,10,5
197,mese,N,9,Dovresti concimare le tue piante meno frequentemente durante i mesi autunnali e invernali. ,4.47,2,15209413-n,0.269,0.326928571,0.538461539,14,1,14,4
199,mese,N,2,"Se ogni mese puoi pagare una quota di capitale, alla fine avrai speso meno in interessi. ",4.23,1.92,15206296-n,0.308,0.233,0.470588235,19,2,9.5,4
279,migliorare,V,6,Prepara una soluzione di risciacquo per migliorare la pelle e il pelo del tuo amico fedele. ,4.4,1.79,00205885-v,0.385,0.244352941,0.470588235,18,2,9,5
280,migliorare,V,13,"Se la tua televisione non è in alta definizione, la nitidezza può migliorare la qualità dell'immagine. ",4.63,1.61,00205885-v,0.385,0.217176471,0.444444444,20,2,10,3
277,migliorare,V,7,Lo scrub rimuove le cellule morte e migliora la circolazione di tutto il corpo. ,4.32,2.04,00205885-v,0.5,0.251266667,0.5,15,2,7.5,4
278,migliorare,V,4,Un po' di cioccolato migliorerà il tuo umore e ti renderà più felice. ,3.82,1.87,00205885-v,0.615,0.257384615,0.538461539,14,2,7,3
530,modo,N,1,Il modo più efficace per fare il pieno di vitamina d è esporsi al sole. ,3.08,1.87,,0.231,0.223066667,0.529411765,18,2,9,5
532,modo,N,5,Cerca di capire il suo modo di pensare. ,2.12,1.28,04910135-n,0.231,0.177875,0.5,9,3,3,4
531,modo,N,10,I barattoli di vetro consentono di conservare gli alimenti in modo igienico e sicuro. ,3.23,2.1,00172710-n,0.231,0.269142857,0.571428571,15,2,7.5,5
533,modo,N,2,Trova un modo per passare il tempo. ,2.9,1.54,,0.231,0.1635,0.571428571,8,2,4,4
117,moglie,N,3,"Lascia che tua moglie senta quanto la ami, illuminandoti quando la vedi. ",6,1.29,10780632-n,0.346,0.311272727,0.538461539,15,3,5,4
120,moglie,N,6,"Non è semplice essere una buona moglie, anche se hai un marito praticamente perfetto. ",4.93,1.68,10780632-n,0.346,0.2044375,0.642857143,16,3,5.333333333,5
119,moglie,N,3,Far soffrire tua moglie per valutare la sua reazione è una pessima idea. ,6.37,1.35,10780632-n,0.346,0.247285714,0.461538462,14,3,4.666666667,4
118,moglie,N,8,Non sprecare tempo nel tentativo di diventare una moglie migliore. ,4.27,2.05,10780632-n,0.346,0.230727273,0.636363636,12,2,6,4
60,momento,N,9,"Porta l'acqua ad ebollizione e, da quel momento, aspetta circa 40-50 minuti.",4.15,2.29,05046009-n,0.269,0.226176471,0.5,18,2,9,4
59,momento,N,4,Impara a superare i momenti di crisi e ad apprezzarti per quello che sei. ,2.76,1.71,,0.346,0.223,0.357142857,15,2,7.5,5
61,momento,N,9,Le insalate si conservano meglio se condite all'ultimo momento e non prima di metterle in frigo. ,2.71,1.72,15244650-n,0.269,0.245611111,0.52631579,20,3,6.666666667,3
62,momento,N,5,Prenditi una pausa dai tuoi momenti di introspezione e concentra la tua attenzione sugli altri. ,2.69,1.71,,0.346,0.278875,0.352941177,18,2,9,4
114,morte,N,11,"Se non ti trovi in una situazione di vita o di morte, mantieni la calma. ",4.57,2.11,,0.308,0.197125,0.466666667,17,2,8.5,5
113,morte,N,14,"La febbre alta può essere pericolosa e, seppure raramente, può causare la morte. ",5.63,1.94,11444117-n,0.308,0.260461539,0.461538462,16,2,8,3
116,morte,N,4,Il soffocamento provoca la morte o danni cerebrali permanenti nel giro di pochi minuti. ,6.3,1.12,11444117-n,0.308,0.2692,0.533333333,16,1,16,3
111,morte,N,5,Comprendi chi può salvarti dalla morte spirituale. ,2.67,1.86,15143477-n,0.308,0.322125,0.375,9,1,9,3
